true_key,true_condition,pred_key,pred_condition,confidence,exact_correct,group_correct
liver_disease,Liver Disease,liver_disease,Liver Disease,0.513,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.451,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.401,1,1
liver_disease,Liver Disease,colorectal_cancer,Colorectal Cancer,0.39,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.433,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.532,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.468,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.489,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.484,0,0
liver_disease,Liver Disease,pre_seizure,Pre-Seizure / Fit Warning,0.461,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.475,0,0
liver_disease,Liver Disease,fight_or_flight,Fight-or-Flight Escalation,0.419,0,0
liver_disease,Liver Disease,c_diff,C. difficile,0.397,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.53,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.41,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.477,1,1
liver_disease,Liver Disease,colorectal_cancer,Colorectal Cancer,0.401,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.449,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.545,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.374,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.509,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.348,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.333,1,1
liver_disease,Liver Disease,ketoacidosis,Ketoacidosis,0.485,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.393,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.466,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.494,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.376,0,0
liver_disease,Liver Disease,c_diff,C. difficile,0.449,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.532,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.412,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.533,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.469,0,0
liver_disease,Liver Disease,ketoacidosis,Ketoacidosis,0.429,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.476,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.476,0,0
liver_disease,Liver Disease,rage_cortisol,Rage / Cortisol Spike,0.639,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.428,1,1
liver_disease,Liver Disease,lung_cancer,Lung Cancer,0.43,0,0
liver_disease,Liver Disease,ketoacidosis,Ketoacidosis,0.546,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.541,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.414,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.529,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.561,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.585,0,0
liver_disease,Liver Disease,colorectal_cancer,Colorectal Cancer,0.417,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.534,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.355,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.518,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.528,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.544,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.534,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.523,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.456,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.525,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.37,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.423,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.69,0,0
liver_disease,Liver Disease,colorectal_cancer,Colorectal Cancer,0.463,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.346,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.478,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.449,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.556,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.334,1,1
liver_disease,Liver Disease,colorectal_cancer,Colorectal Cancer,0.436,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.421,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.449,0,0
liver_disease,Liver Disease,colorectal_cancer,Colorectal Cancer,0.367,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.498,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.402,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.518,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.393,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.489,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.521,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.445,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.513,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.456,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.539,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.493,1,1
liver_disease,Liver Disease,colorectal_cancer,Colorectal Cancer,0.492,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.472,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.539,1,1
liver_disease,Liver Disease,c_diff,C. difficile,0.445,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.541,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.485,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.398,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.476,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.53,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.439,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.375,1,1
liver_disease,Liver Disease,rage_cortisol,Rage / Cortisol Spike,0.582,0,0
liver_disease,Liver Disease,colorectal_cancer,Colorectal Cancer,0.385,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.51,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.415,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.524,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.52,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.507,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.5,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.443,1,1
liver_disease,Liver Disease,rage_cortisol,Rage / Cortisol Spike,0.623,0,0
liver_disease,Liver Disease,lung_cancer,Lung Cancer,0.485,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.41,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.554,0,0
liver_disease,Liver Disease,rage_cortisol,Rage / Cortisol Spike,0.565,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.473,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.521,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.579,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.404,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.488,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.419,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.517,1,1
liver_disease,Liver Disease,ovarian_cancer,Ovarian Cancer,0.415,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.543,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.498,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.497,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.492,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.546,1,1
liver_disease,Liver Disease,rage_cortisol,Rage / Cortisol Spike,0.635,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.335,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.405,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.385,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.447,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.536,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.493,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.416,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.5,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.397,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.469,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.487,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.394,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.364,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.517,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.435,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.632,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.456,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.524,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.51,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.333,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.521,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.367,1,1
liver_disease,Liver Disease,rage_cortisol,Rage / Cortisol Spike,0.575,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.58,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.337,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.514,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.492,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.386,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.464,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.361,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.471,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.441,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.517,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.341,1,1
liver_disease,Liver Disease,colorectal_cancer,Colorectal Cancer,0.39,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.378,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.356,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.466,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.488,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.471,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.485,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.538,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.466,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.501,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.477,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.459,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.419,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.507,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.348,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.543,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.396,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.547,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.436,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.522,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.537,1,1
liver_disease,Liver Disease,colorectal_cancer,Colorectal Cancer,0.489,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.576,0,0
liver_disease,Liver Disease,lung_cancer,Lung Cancer,0.399,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.431,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.4,1,1
liver_disease,Liver Disease,rage_cortisol,Rage / Cortisol Spike,0.504,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.39,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.404,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.547,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.406,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.436,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.435,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.446,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.435,0,0
liver_disease,Liver Disease,colorectal_cancer,Colorectal Cancer,0.412,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.412,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.521,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.437,0,0
liver_disease,Liver Disease,lung_cancer,Lung Cancer,0.452,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.344,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.557,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.398,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.478,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.46,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.459,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.534,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.38,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.469,0,0
liver_disease,Liver Disease,ketoacidosis,Ketoacidosis,0.488,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.409,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.517,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.334,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.516,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.547,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.472,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.526,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.534,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.451,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.586,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.474,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.542,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.441,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.456,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.489,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.486,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.515,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.537,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.477,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.396,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.504,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.443,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.498,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.482,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.455,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.472,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.445,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.667,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.36,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.518,1,1
liver_disease,Liver Disease,colorectal_cancer,Colorectal Cancer,0.419,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.557,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.434,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.648,0,0
liver_disease,Liver Disease,lung_cancer,Lung Cancer,0.411,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.518,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.683,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.32,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.427,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.516,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.392,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.467,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.585,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.518,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.397,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.594,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.516,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.333,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.492,0,0
liver_disease,Liver Disease,ketoacidosis,Ketoacidosis,0.477,0,0
liver_disease,Liver Disease,rage_cortisol,Rage / Cortisol Spike,0.44,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.376,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.383,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.507,0,0
liver_disease,Liver Disease,colorectal_cancer,Colorectal Cancer,0.47,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.559,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.422,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.448,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.514,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.588,0,0
liver_disease,Liver Disease,ketoacidosis,Ketoacidosis,0.414,0,0
liver_disease,Liver Disease,colorectal_cancer,Colorectal Cancer,0.376,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.32,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.319,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.351,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.423,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.419,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.335,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.379,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.496,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.501,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.469,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.491,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.429,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.598,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.447,1,1
liver_disease,Liver Disease,colorectal_cancer,Colorectal Cancer,0.388,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.374,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.505,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.467,0,0
liver_disease,Liver Disease,lung_cancer,Lung Cancer,0.415,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.471,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.498,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.436,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.445,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.375,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.502,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.494,0,0
liver_disease,Liver Disease,colorectal_cancer,Colorectal Cancer,0.5,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.418,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.329,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.384,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.547,1,1
liver_disease,Liver Disease,lung_cancer,Lung Cancer,0.397,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.462,1,1
liver_disease,Liver Disease,prostate_cancer,Prostate Cancer,0.496,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.539,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.477,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.478,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.401,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.487,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.55,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.428,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.532,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.553,0,0
liver_disease,Liver Disease,colorectal_cancer,Colorectal Cancer,0.363,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.388,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.514,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.395,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.449,0,0
liver_disease,Liver Disease,ketoacidosis,Ketoacidosis,0.498,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.359,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.348,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.347,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.476,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.512,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.456,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.409,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.502,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.423,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.509,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.466,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.512,1,1
liver_disease,Liver Disease,rage_cortisol,Rage / Cortisol Spike,0.594,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.432,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.451,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.515,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.348,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.557,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.493,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.578,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.492,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.467,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.427,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.458,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.414,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.418,0,0
liver_disease,Liver Disease,ketoacidosis,Ketoacidosis,0.398,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.429,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.409,1,1
liver_disease,Liver Disease,rage_cortisol,Rage / Cortisol Spike,0.692,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.483,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.514,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.56,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.461,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.418,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.408,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.478,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.458,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.451,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.483,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.476,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.403,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.464,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.471,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.513,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.379,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.531,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.484,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.501,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.519,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.57,0,0
liver_disease,Liver Disease,colorectal_cancer,Colorectal Cancer,0.413,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.411,0,0
liver_disease,Liver Disease,colorectal_cancer,Colorectal Cancer,0.407,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.409,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.452,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.417,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.503,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.391,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.456,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.48,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.416,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.59,0,0
liver_disease,Liver Disease,colorectal_cancer,Colorectal Cancer,0.422,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.466,0,0
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.442,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.423,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.42,0,0
liver_disease,Liver Disease,liver_disease,Liver Disease,0.505,1,1
liver_disease,Liver Disease,liver_disease,Liver Disease,0.516,1,1
liver_disease,Liver Disease,depressive_spiral,Depressive Spiral,0.564,0,0
liver_disease,Liver Disease,colorectal_cancer,Colorectal Cancer,0.398,0,0
